110894; 195831
107009; 185241
109659; 191131
104014; 186770
105785; 183673
108166; 187125
105568; 188053
102890; 182207
106936; 187438
110705; 192328
102195; 188442
110826; 189431
107453; 187986
114432; 192879
106471; 195511
104059; 186740
109361; 186043
115515; 191824
104580; 187238
104324; 185336
