0.0; 43332; 46250; 54610; 46240; 47180; 49249; 37175; 48097; 45264; 43590; 37481; 44482; 42078; 45306; 37710; 48060; 50349; 52578; 39020; 45243; 
0.1; 31102; 29222; 38535; 30337; 29990; 35330; 24218; 31702; 29209; 29145; 27338; 31086; 30885; 32382; 27188; 30001; 33518; 35418; 26234; 31387; 
0.2; 29928; 29928; 39052; 30103; 29612; 38423; 22304; 30226; 29195; 30053; 25781; 28681; 29291; 29877; 27966; 29682; 33122; 35941; 25738; 29585; 
0.3; 27708; 30516; 38028; 28565; 29680; 33776; 23528; 30962; 28330; 29306; 26636; 29553; 28991; 29403; 27218; 28229; 33636; 34775; 26157; 29215; 
0.4; 28857; 28876; 39282; 30899; 29191; 34403; 22009; 30782; 30591; 29567; 25376; 28334; 29276; 30593; 27839; 28001; 30258; 35333; 26132; 28739; 
0.5; 29807; 28214; 38371; 30609; 29269; 34507; 21473; 29380; 29854; 28616; 27366; 30503; 29051; 28919; 26078; 29068; 32062; 34242; 25394; 28745; 
0.6; 27664; 29820; 37760; 28656; 29842; 33652; 23058; 31192; 31070; 28758; 25627; 28627; 28792; 30719; 26438; 28622; 33414; 33850; 25737; 28737; 
0.7; 30158; 29291; 36458; 29207; 30230; 33229; 22555; 29989; 29787; 29139; 26229; 29758; 28295; 30645; 27452; 28960; 31468; 34049; 25737; 29642; 
0.8; 29675; 28655; 37592; 29366; 29643; 34518; 22017; 30150; 31113; 30579; 25628; 28666; 29643; 29344; 26593; 27870; 31164; 34017; 26111; 29016; 
0.9; 29744; 29562; 38000; 28782; 29782; 34805; 22634; 31276; 29798; 28907; 26854; 29014; 28204; 30420; 26508; 28975; 31276; 35614; 26343; 29174; 
1.0; 27873; 28247; 38524; 30248; 30725; 34995; 22500; 33007; 28695; 29366; 25316; 31743; 29475; 30767; 28492; 29013; 32765; 35333; 25668; 28435; 
1.1; 33587; 35864; 42800; 32045; 34880; 40568; 26850; 36758; 32394; 32608; 32433; 33029; 33305; 35017; 31249; 34007; 36354; 41219; 31011; 32879; 
1.2; 30543; 32660; 39492; 32842; 33449; 39436; 25819; 32112; 31315; 32786; 31012; 31609; 31239; 32608; 29389; 32775; 36410; 36145; 28969; 32690; 
1.3; 32365; 32731; 39349; 31843; 31104; 35977; 22967; 33535; 32787; 31079; 28512; 30468; 30167; 31238; 28665; 34335; 36077; 38157; 28851; 32244; 
1.4; 29449; 31404; 39728; 30094; 31071; 36710; 22654; 31984; 33469; 30578; 28382; 31403; 30066; 32477; 28115; 32374; 33573; 36791; 27825; 30431; 
1.5; 29981; 30133; 37667; 31265; 31083; 37328; 23128; 30188; 30962; 31162; 26691; 30475; 28652; 30234; 28505; 33369; 34009; 35000; 28638; 31690; 
