0.0; 48689; 53670; 59716; 46825; 51033; 53504; 37378; 50416; 49232; 45838; 42741; 51498; 42883; 47369; 43066; 50924; 52222; 55582; 44856; 49072; 
0.1; 30219; 27989; 37196; 28405; 29270; 33881; 21403; 33848; 28654; 28322; 25113; 28471; 27648; 28088; 27237; 29000; 34523; 34958; 25615; 26844; 
0.2; 28665; 28598; 36977; 30524; 31698; 32424; 21652; 32561; 28801; 28225; 24301; 27487; 27657; 28142; 26175; 29909; 31021; 34077; 24926; 27298; 
0.3; 28286; 28093; 37163; 28684; 29780; 31658; 20686; 30176; 28817; 27890; 24138; 26674; 27283; 29089; 26200; 28764; 30957; 33995; 24662; 27669; 
0.4; 31519; 29968; 35786; 30811; 29054; 31694; 20301; 28455; 29793; 28350; 24200; 28002; 28045; 27818; 25986; 29853; 32219; 33658; 25162; 27224; 
0.5; 29998; 27868; 35758; 30247; 28625; 32575; 20032; 29538; 28346; 27075; 24917; 29728; 27259; 27488; 26488; 27489; 31057; 34599; 24349; 27632; 
0.6; 29261; 26687; 36712; 28021; 28691; 31789; 20480; 28765; 28349; 27421; 24622; 28092; 26904; 28320; 25618; 27662; 29843; 33114; 24178; 27514; 
0.7; 32208; 28825; 35879; 28428; 28922; 32345; 20170; 29975; 28145; 27073; 24137; 29369; 26545; 27911; 25919; 26976; 30215; 33156; 24780; 27578; 
0.8; 27548; 28055; 35922; 29241; 29559; 31359; 20688; 28326; 30116; 26896; 24409; 27261; 26971; 27721; 26267; 27398; 31009; 33944; 25513; 26827; 
0.9; 29369; 27560; 36668; 28992; 29257; 33920; 20503; 30013; 28343; 26777; 23792; 28793; 26844; 29644; 25390; 27755; 31492; 32152; 24116; 26716; 
1.0; 27707; 28418; 36261; 29461; 29408; 31939; 19890; 29337; 27685; 27639; 24276; 28358; 27127; 27581; 25752; 26916; 29487; 32456; 23973; 28218; 
1.1; 29893; 28751; 36931; 29223; 29827; 34244; 21720; 30623; 29242; 28296; 25043; 28345; 27742; 28745; 27959; 27368; 31734; 34178; 25542; 28062; 
1.2; 27847; 29067; 36302; 30655; 29155; 33087; 21109; 31910; 27946; 28174; 25362; 29078; 29596; 29056; 26472; 27703; 31173; 35134; 24849; 29386; 
1.3; 27862; 29355; 36664; 29520; 30164; 33024; 20962; 30752; 28906; 27118; 24293; 28216; 27634; 28656; 25851; 27443; 30502; 35072; 27318; 28391; 
1.4; 27045; 28301; 37148; 29385; 29086; 32633; 20797; 31080; 28228; 28940; 24787; 28754; 27787; 27666; 25828; 28311; 30538; 36484; 25476; 28593; 
1.5; 29238; 27871; 37596; 29038; 29949; 32994; 21216; 31131; 28995; 28605; 24319; 28299; 26912; 29076; 26558; 28555; 30833; 34788; 24812; 28779; 
