0.0; 47634; 52582; 58099; 46632; 51766; 52607; 38747; 50863; 46732; 43112; 43721; 51381; 47945; 48281; 42052; 49641; 50624; 53680; 41948; 46702; 
0.1; 28842; 28780; 36679; 29726; 29195; 33743; 21935; 29573; 28703; 27920; 25392; 28208; 27644; 28697; 27510; 27807; 33145; 35477; 25481; 27951; 
0.2; 32113; 28811; 36020; 30218; 31168; 34330; 20810; 30442; 28074; 27715; 25064; 26667; 26890; 29099; 25343; 27295; 31026; 33790; 25230; 28480; 
0.3; 28962; 28020; 36388; 29341; 28990; 33734; 20730; 29022; 28433; 28477; 25030; 27766; 27395; 29009; 26075; 28255; 31735; 33661; 25420; 28693; 
0.4; 28119; 28024; 36537; 28349; 30342; 32833; 20453; 28041; 29091; 27466; 25319; 28213; 27568; 27800; 27088; 29019; 29516; 33445; 24925; 26996; 
0.5; 27150; 28712; 37053; 29184; 28065; 34955; 23159; 28604; 27920; 27525; 24420; 27046; 28231; 27984; 25844; 27374; 30636; 33216; 25418; 26802; 
0.6; 29981; 28310; 36969; 29831; 30715; 31996; 20339; 29228; 28908; 27226; 24546; 27613; 26395; 27874; 25238; 27986; 31124; 34324; 24288; 26741; 
0.7; 28754; 29583; 35691; 28890; 29171; 31706; 23125; 31549; 28266; 27814; 24276; 29413; 26542; 28618; 26157; 27424; 30315; 33766; 24390; 27155; 
0.8; 26970; 28698; 34789; 29445; 30676; 33006; 22709; 28682; 30055; 26860; 24628; 27042; 26587; 29468; 25187; 26714; 30039; 33215; 24389; 27775; 
0.9; 27484; 29699; 35852; 29581; 29054; 31586; 20594; 28117; 27365; 27778; 24507; 29647; 26503; 28169; 25324; 26609; 30099; 32982; 24590; 27383; 
1.0; 27371; 29124; 37128; 29863; 29913; 31324; 20670; 28482; 27650; 27934; 23732; 26995; 26893; 28131; 25624; 27169; 31065; 33263; 24506; 27710; 
1.1; 28339; 29653; 36771; 29713; 28462; 33078; 21479; 30191; 28867; 27792; 24364; 29377; 27727; 28924; 25702; 27963; 33561; 36481; 25324; 30999; 
1.2; 26828; 27601; 36664; 29400; 29308; 31901; 23018; 29874; 28659; 27946; 24771; 28473; 26610; 29524; 26744; 31865; 32490; 34320; 24518; 27892; 
1.3; 30698; 27508; 38173; 30074; 31408; 34072; 21700; 31403; 29171; 27899; 25096; 28065; 27249; 27936; 26940; 28638; 33296; 36547; 25309; 28159; 
1.4; 28973; 29269; 37752; 30367; 29120; 33282; 21799; 30232; 31069; 28474; 25058; 29420; 27282; 28720; 26206; 28647; 31090; 33659; 26473; 27560; 
1.5; 28496; 29268; 38548; 29582; 30293; 34628; 21326; 29374; 29475; 27284; 25580; 28300; 27609; 27933; 25968; 27612; 31327; 32662; 25784; 28237; 
