0.0; 46138; 47050; 54077; 42866; 48435; 50157; 36504; 49222; 45244; 44082; 39082; 45655; 41614; 42122; 39255; 46243; 45807; 53874; 35528; 43679; 
0.1; 29895; 30439; 37142; 31435; 33395; 35609; 22019; 30451; 30489; 30228; 26340; 30125; 29174; 31186; 27545; 29636; 31980; 34704; 26078; 30082; 
0.2; 28955; 29167; 37231; 29961; 30774; 35538; 22364; 31620; 30019; 28484; 25668; 30660; 28531; 30087; 26458; 32798; 32260; 35075; 26461; 29032; 
0.3; 28110; 29477; 38140; 30800; 29784; 33865; 22012; 30695; 29589; 27902; 25970; 30446; 28718; 30559; 26767; 30264; 31064; 34186; 27255; 29296; 
0.4; 27597; 29765; 37434; 30094; 29226; 33253; 23279; 30006; 28975; 29639; 25964; 29757; 28810; 31276; 27011; 30397; 32237; 33444; 26022; 29642; 
0.5; 28869; 28343; 37398; 30525; 30470; 34782; 21276; 30906; 30613; 28075; 25806; 28306; 27845; 29466; 27178; 29641; 32098; 34529; 25070; 28347; 
0.6; 30084; 29115; 38170; 29770; 29175; 34384; 20846; 29652; 28540; 28661; 25800; 28902; 27513; 29538; 26708; 27818; 31587; 35358; 25785; 28873; 
0.7; 29447; 29253; 39197; 29635; 29034; 33154; 20942; 30820; 29238; 29702; 26351; 29318; 28290; 31271; 27564; 28325; 32204; 33345; 26291; 28475; 
0.8; 29733; 28350; 38136; 30203; 30112; 34625; 22660; 30740; 29635; 29000; 26678; 28651; 29264; 31173; 27197; 28125; 30726; 33342; 26630; 27459; 
0.9; 30405; 31102; 37055; 29682; 30980; 34439; 21596; 30524; 29378; 27922; 24623; 28933; 27599; 30581; 26897; 29240; 31256; 33069; 26116; 29037; 
1.0; 29671; 30580; 37855; 30193; 29987; 34041; 21849; 31260; 28862; 30035; 26057; 30422; 29730; 30062; 26839; 28966; 33570; 34465; 25957; 29320; 
1.1; 36220; 36472; 42125; 33043; 34611; 40465; 25370; 34258; 34314; 31897; 30910; 33319; 31993; 34277; 30262; 34127; 37676; 38702; 29202; 32866; 
1.2; 30879; 33916; 40943; 33045; 34029; 39109; 24774; 35719; 32421; 32776; 29447; 32672; 29960; 32623; 29262; 33609; 34345; 40025; 30199; 30495; 
1.3; 33142; 30816; 40133; 32309; 32072; 39232; 22755; 31996; 32042; 32413; 26985; 31786; 30196; 31460; 28309; 31137; 36274; 37123; 29107; 30912; 
1.4; 30901; 30821; 37884; 31941; 31429; 38132; 23491; 33570; 30813; 29560; 28152; 30645; 30597; 31481; 28703; 32679; 35160; 37891; 26760; 30919; 
1.5; 29687; 30565; 37833; 30901; 33552; 37125; 22177; 32444; 29775; 30964; 26083; 30543; 30125; 32362; 27419; 31532; 33427; 37975; 27363; 31838; 
